,Player,Playtype,# Seasons,Season,Avg. GP,Avg. # Poss,Avg. Freq,Avg. PPP,Avg. Pts,Avg. EFG%,Avg. FT Freq,Avg. TOV Freq,Avg. SF Freq,Avg. Score Freq,Avg. Percentile
4470,Anthony Edwards,handoff,2,Regular Season,72.0,1.4,6.75,1.02,1.5,54.0,7.3,9.3,6.3,44.05,71.0
4471,Kendrick Nunn,handoff,2,Regular Season,62.0,1.6,10.85,1.04,1.65,54.0,4.5,8.8,3.5,44.4,72.0
4472,Jerami Grant,handoff,5,Regular Season,65.0,0.9,5.82,0.96,0.84,48.0,14.3,10.5,12.1,45.52,61.0
4473,Mario Chalmers,handoff,2,Regular Season,60.0,0.65,6.05,0.91,0.55,49.0,13.5,17.3,12.1,42.8,54.0
4474,Tomas Satoransky,handoff,4,Regular Season,69.0,0.42,4.88,0.83,0.38,44.0,10.1,16.9,7.6,41.23,43.0
4475,Jalen Brunson,handoff,4,Regular Season,69.0,0.82,7.47,1.01,0.88,53.0,8.2,9.7,6.7,47.27,69.0
4476,Victor Oladipo,handoff,8,Regular Season,38.0,1.79,9.31,0.9,1.71,49.0,10.8,12.8,10.0,42.35,51.0
4477,Justise Winslow,handoff,4,Regular Season,60.0,0.53,5.08,0.69,0.4,37.0,7.9,14.8,7.5,32.73,29.0
4478,Kawhi Leonard,handoff,5,Regular Season,63.0,1.08,4.92,0.99,1.18,48.0,11.5,7.7,9.7,46.32,67.0
4479,James Ennis III,handoff,5,Regular Season,36.0,0.66,9.0,0.92,0.62,46.0,9.1,8.3,9.1,38.2,57.0
4480,Darren Collison,handoff,4,Regular Season,72.0,0.65,5.38,0.96,0.65,52.0,5.2,11.8,5.2,42.07,63.0
4481,Brandon Ingram,handoff,6,Regular Season,61.0,1.2,5.97,0.94,1.2,52.0,12.4,13.8,11.3,44.17,55.0
4482,Alex Caruso,handoff,4,Regular Season,47.0,0.3,4.1,0.69,0.2,40.0,5.0,22.1,5.0,29.23,29.0
4483,Jeremy Lamb,handoff,8,Regular Season,53.0,0.71,6.96,0.86,0.69,44.0,12.8,14.1,12.8,40.12,47.0
4484,Jalen McDaniels,handoff,2,Regular Season,51.0,0.2,2.95,0.95,0.15,51.0,20.0,10.0,15.0,50.0,57.0
4485,Kyle Anderson,handoff,7,Regular Season,67.0,0.31,4.57,0.82,0.24,44.0,6.5,13.7,6.1,40.54,39.0
4486,Darrun Hilliard,handoff,1,Regular Season,38.0,0.3,6.0,1.1,0.3,55.0,0.0,0.0,0.0,50.0,88.0
4487,Jameer Nelson,handoff,3,Regular Season,52.0,0.77,8.83,0.9,0.7,49.0,3.5,10.2,1.4,38.9,57.0
4488,Aaron Wiggins,handoff,1,Regular Season,50.0,0.2,2.3,1.1,0.2,43.0,30.0,10.0,30.0,50.0,85.0
4489,JJ Redick,handoff,7,Regular Season,58.0,2.74,22.4,0.96,2.79,51.0,5.8,11.3,5.2,39.1,62.0
4490,Bruce Brown,handoff,2,Regular Season,66.0,0.2,2.65,0.86,0.15,56.0,3.1,23.8,3.1,40.65,50.0
4491,Amir Coffey,handoff,1,Regular Season,69.0,0.6,7.8,1.11,0.7,60.0,15.9,15.9,15.9,47.7,87.0
4492,Keldon Johnson,handoff,2,Regular Season,72.0,1.15,7.9,0.97,1.1,46.0,16.9,8.7,15.4,45.55,61.0
4493,Hollis Thompson,handoff,2,Regular Season,54.0,0.9,10.7,0.93,0.95,52.0,6.2,14.6,6.2,39.6,60.0
4494,Danuel House Jr.,handoff,2,Regular Season,51.0,0.3,3.2,1.1,0.3,64.0,5.5,14.6,5.5,40.4,84.0
4495,CJ McCollum,handoff,8,Regular Season,61.0,1.91,8.87,0.96,1.83,50.0,5.4,8.7,5.2,42.17,61.0
4496,Patty Mills,handoff,7,Regular Season,77.0,1.07,10.6,0.93,1.06,48.0,4.1,7.9,3.8,38.06,57.0
4497,Harrison Barnes,handoff,7,Regular Season,68.0,0.51,3.34,1.0,0.5,49.0,12.7,6.1,10.0,47.29,68.0
4498,Andrew Harrison,handoff,2,Regular Season,64.0,0.3,3.35,0.91,0.25,45.0,16.0,13.6,12.0,43.4,53.0
4499,RJ Barrett,handoff,3,Regular Season,66.0,1.07,5.63,0.83,0.9,46.0,7.9,11.7,7.9,38.2,41.0
4500,Will Barton,handoff,7,Regular Season,65.0,0.99,6.96,0.86,0.87,46.0,6.3,12.7,5.6,38.11,46.0
4501,Zion Williamson,handoff,2,Regular Season,42.0,0.55,2.4,1.02,0.55,54.0,23.0,16.9,23.0,47.3,66.0
4502,Marcus Smart,handoff,7,Regular Season,65.0,0.66,5.27,0.88,0.63,46.0,6.2,9.5,5.2,36.66,48.0
4503,Elfrid Payton,handoff,7,Regular Season,57.0,0.54,4.6,0.83,0.39,43.0,8.2,8.6,6.7,40.96,41.0
4504,Danny Green,handoff,7,Regular Season,71.0,0.39,4.43,0.79,0.29,44.0,3.7,13.8,3.7,31.69,37.0
4505,Wes Iwundu,handoff,3,Regular Season,61.0,0.33,6.47,0.86,0.3,42.0,14.1,12.2,14.1,43.57,47.0
4506,Jaden McDaniels,handoff,2,Regular Season,66.0,0.4,5.05,1.12,0.4,60.0,5.3,11.6,5.3,43.45,84.0
4507,Malik Monk,handoff,4,Regular Season,62.0,0.8,7.35,0.87,0.7,49.0,9.4,18.0,8.6,36.65,46.0
4508,Ish Smith,handoff,6,Regular Season,62.0,0.52,4.43,0.95,0.4,55.0,2.4,13.9,2.2,44.47,60.0
4509,Kira Lewis Jr.,handoff,2,Regular Season,39.0,0.55,7.95,0.9,0.55,49.0,1.7,8.3,1.7,40.45,52.0
4510,Keita Bates-Diop,handoff,2,Regular Season,34.0,0.4,6.6,0.98,0.4,47.0,4.2,0.0,4.2,40.0,60.0
4511,Josh Hart,handoff,6,Regular Season,49.0,0.7,5.7,0.91,0.67,49.0,6.6,12.5,5.8,38.85,55.0
4512,Allen Crabbe,handoff,5,Regular Season,61.0,1.18,13.06,0.9,1.06,43.0,8.4,7.9,7.7,36.58,50.0
4513,Joe Ingles,handoff,7,Regular Season,73.0,0.87,9.56,0.9,0.76,51.0,4.7,16.0,3.1,37.31,52.0
4514,T.J. Warren,handoff,5,Regular Season,58.0,0.6,3.86,0.8,0.46,40.0,6.7,6.1,6.4,39.88,44.0
4515,Kyrie Irving,handoff,7,Regular Season,51.0,1.69,7.19,0.99,1.67,50.0,8.9,10.2,7.3,41.49,67.0
4516,Monte Morris,handoff,4,Regular Season,69.0,0.8,7.9,1.05,0.82,52.0,4.3,3.5,4.3,47.75,75.0
4517,Troy Daniels,handoff,5,Regular Season,56.0,0.92,13.56,0.94,0.9,48.0,4.7,4.3,4.5,36.7,59.0
4518,Terrence Ross,handoff,8,Regular Season,54.0,1.39,11.47,0.91,1.24,45.0,7.7,8.8,7.2,38.9,51.0
4519,Eric Gordon,handoff,7,Regular Season,54.0,1.14,7.56,0.94,1.07,48.0,7.5,9.1,7.5,39.06,56.0
4520,E'Twaun Moore,handoff,6,Regular Season,58.0,0.67,7.53,0.97,0.77,53.0,3.4,10.8,2.6,45.27,68.0
4521,Marco Belinelli,handoff,6,Regular Season,60.0,1.58,15.68,0.99,1.57,49.0,10.0,9.6,8.8,41.22,66.0
4522,James Harden,handoff,9,Regular Season,54.0,1.06,3.91,0.93,0.99,51.0,13.8,20.0,12.4,40.12,57.0
4523,Joe Harris,handoff,6,Regular Season,60.0,1.3,11.88,1.02,1.35,55.0,5.5,10.2,4.5,40.42,71.0
4524,Jabari Parker,handoff,6,Regular Season,42.0,0.6,3.82,0.86,0.6,46.0,9.3,11.5,7.4,38.6,44.0
4525,Solomon Hill,handoff,2,Regular Season,64.0,0.25,3.1,0.82,0.05,36.0,15.7,8.3,15.7,39.4,47.0
4526,Tony Parker,handoff,4,Regular Season,62.0,0.57,5.4,0.85,0.62,43.0,11.2,7.4,10.2,44.1,44.0
4527,Davis Bertans,handoff,5,Regular Season,60.0,0.44,5.3,0.98,0.44,49.0,4.8,7.2,4.8,33.84,62.0
4528,Dejounte Murray,handoff,4,Regular Season,70.0,0.5,2.98,0.85,0.45,42.0,9.1,8.1,9.1,41.07,46.0
4529,Austin Rivers,handoff,9,Regular Season,50.0,0.69,7.17,0.82,0.63,43.0,7.3,10.8,6.4,34.49,39.0
4530,Rashad Vaughn,handoff,2,Regular Season,56.0,0.35,7.9,0.97,0.6,50.0,0.0,2.6,0.0,41.55,66.0
4531,DeMar DeRozan,handoff,7,Regular Season,73.0,0.96,4.11,0.98,0.91,47.0,15.1,10.4,13.8,47.69,64.0
4532,Damian Lillard,handoff,7,Regular Season,66.0,1.94,7.71,1.01,1.91,53.0,9.4,13.1,7.3,40.9,70.0
4533,Trevor Ariza,handoff,5,Regular Season,59.0,0.52,4.38,1.0,0.42,52.0,6.1,6.3,6.1,38.62,66.0
4534,Michael Porter Jr.,handoff,3,Regular Season,42.0,1.17,9.3,0.98,1.13,50.0,2.1,3.4,2.1,41.3,61.0
4535,Maurice Harkless,handoff,4,Regular Season,68.0,0.22,3.12,0.82,0.15,44.0,7.0,13.9,7.0,35.25,40.0
4536,D.J. Wilson,handoff,1,Regular Season,48.0,0.3,3.9,1.17,0.3,58.0,0.0,0.0,0.0,41.7,89.0
4537,Jordan Clarkson,handoff,9,Regular Season,60.0,1.14,7.39,0.93,1.04,49.0,5.9,9.4,5.2,40.02,54.0
4538,Mikal Bridges,handoff,4,Regular Season,77.0,0.35,3.8,0.84,0.3,46.0,7.6,14.9,5.4,39.25,40.0
4539,Marcus Morris Sr.,handoff,6,Regular Season,64.0,0.8,5.27,0.97,0.87,49.0,7.5,8.1,7.2,39.63,62.0
4540,Wilson Chandler,handoff,2,Regular Season,72.0,0.85,6.6,1.1,0.95,57.0,8.1,5.7,8.1,48.1,84.0
4541,Jeff Green,handoff,4,Regular Season,57.0,0.38,3.87,0.95,0.28,48.0,13.0,13.0,11.2,40.75,58.0
4542,Ersan Ilyasova,handoff,5,Regular Season,56.0,0.24,2.58,0.84,0.14,45.0,0.0,7.1,0.0,32.24,44.0
4543,Pascal Siakam,handoff,4,Regular Season,66.0,0.67,3.27,0.86,0.65,44.0,9.6,12.9,8.3,40.45,44.0
4544,Donovan Mitchell,handoff,5,Regular Season,69.0,1.68,6.98,0.96,1.6,47.0,9.1,8.3,7.8,40.82,58.0
4545,Kristaps Porzingis,handoff,5,Regular Season,50.0,0.34,1.74,0.97,0.26,44.0,12.8,9.1,12.8,40.02,63.0
4546,Kemba Walker,handoff,7,Regular Season,65.0,1.27,6.31,1.02,1.34,49.0,12.4,8.9,11.5,43.66,70.0
4547,Jodie Meeks,handoff,2,Regular Season,56.0,0.75,10.0,0.94,0.7,44.0,7.8,8.0,7.8,38.4,55.0
4548,Chris Paul,handoff,7,Regular Season,65.0,0.47,2.81,0.94,0.39,54.0,6.4,16.9,2.7,44.56,57.0
4549,D.J. Augustin,handoff,9,Regular Season,49.0,0.56,6.41,0.88,0.57,48.0,9.0,15.9,7.8,36.74,50.0
4550,Luke Babbitt,handoff,2,Regular Season,42.0,0.3,5.25,1.19,0.4,61.0,10.8,10.8,10.8,47.75,91.0
4551,Anthony Tolliver,handoff,1,Regular Season,79.0,0.2,2.7,1.19,0.2,69.0,6.3,6.3,12.5,43.8,92.0
4552,Dennis Schroder,handoff,8,Regular Season,62.0,1.01,5.95,0.99,1.01,52.0,9.5,11.5,8.5,45.24,64.0
4553,Rodions Kurucs,handoff,2,Regular Season,55.0,0.2,3.45,0.77,0.2,44.0,5.0,21.6,0.0,31.65,46.0
4554,Greg Monroe,handoff,1,Regular Season,81.0,0.1,1.0,1.2,0.0,60.0,0.0,0.0,0.0,60.0,92.0
4555,Taurean Prince,handoff,6,Regular Season,60.0,0.77,6.65,0.89,0.65,48.0,6.8,12.4,6.8,38.6,52.0
4556,Donte DiVincenzo,handoff,4,Regular Season,46.0,0.7,7.28,0.7,0.53,34.0,7.5,17.4,6.3,29.68,40.0
4557,Robin Lopez,handoff,1,Regular Season,81.0,0.2,1.6,1.2,0.0,60.0,0.0,0.0,0.0,60.0,92.0
4558,Mike Conley,handoff,7,Regular Season,54.0,1.31,7.84,0.96,1.27,48.0,11.4,9.4,11.0,42.73,60.0
4559,Klay Thompson,handoff,5,Regular Season,68.0,1.16,5.92,0.98,1.22,52.0,6.0,10.1,6.0,41.48,63.0
4560,Bryn Forbes,handoff,6,Regular Season,62.0,1.12,12.47,0.99,1.12,51.0,5.0,7.1,4.7,41.18,62.0
4561,Trey Burke,handoff,8,Regular Season,43.0,0.69,7.39,0.85,0.59,46.0,4.6,10.1,5.2,38.41,50.0
4562,Thabo Sefolosha,handoff,2,Regular Season,68.0,0.4,5.0,1.09,0.15,64.0,6.0,15.6,4.3,52.3,79.0
4563,Greivis Vasquez,handoff,1,Regular Season,23.0,0.6,7.4,1.21,0.7,54.0,21.4,0.0,14.3,57.1,92.0
4564,Paul Millsap,handoff,3,Regular Season,63.0,0.27,1.53,0.95,0.2,49.0,10.4,11.0,10.4,38.6,60.0
4565,JR Smith,handoff,4,Regular Season,52.0,0.7,7.38,0.86,0.62,52.0,3.9,21.0,3.9,37.98,49.0
4566,Lou Williams,handoff,8,Regular Season,58.0,1.16,7.24,0.94,1.19,45.0,14.4,12.0,12.9,41.84,59.0
4567,Damion Lee,handoff,5,Regular Season,43.0,0.82,9.1,0.99,0.76,50.0,8.1,7.9,7.8,42.04,64.0
4568,D'Angelo Russell,handoff,8,Regular Season,53.0,1.27,6.22,0.97,1.28,51.0,6.9,10.2,6.2,39.55,61.0
4569,Tony Snell,handoff,5,Regular Season,70.0,0.74,11.76,1.03,0.76,55.0,4.2,8.5,3.6,39.64,70.0
4570,Bogdan Bogdanovic,handoff,5,Regular Season,63.0,1.1,8.0,1.03,1.14,54.0,6.1,8.7,5.2,42.62,70.0
4571,Brandon Clarke,handoff,2,Regular Season,62.0,0.2,2.4,1.08,0.25,52.0,11.2,7.2,11.2,52.2,71.0
4572,Langston Galloway,handoff,7,Regular Season,57.0,0.89,11.84,0.99,0.84,49.0,7.5,6.6,7.9,45.24,64.0
4573,JaKarr Sampson,handoff,2,Regular Season,36.0,0.55,8.45,0.91,0.5,57.0,11.6,22.4,5.8,47.1,51.0
4574,Jaren Jackson Jr.,handoff,2,Regular Season,68.0,0.9,5.5,1.14,1.05,54.0,16.8,5.7,15.7,48.35,85.0
4575,Ryan Arcidiacono,handoff,3,Regular Season,61.0,0.3,6.57,0.83,0.23,44.0,7.0,7.7,4.4,36.03,40.0
4576,Reggie Bullock,handoff,8,Regular Season,44.0,1.12,12.96,0.97,1.1,50.0,5.5,8.3,5.1,39.51,63.0
4577,Armoni Brooks,handoff,2,Regular Season,30.0,1.15,13.65,1.19,1.4,64.0,3.9,6.9,3.9,45.2,89.0
4578,Tyler Johnson,handoff,7,Regular Season,44.0,1.26,11.8,0.93,1.21,48.0,9.0,7.6,8.5,41.97,56.0
4579,Lamar Stevens,handoff,2,Regular Season,52.0,0.3,5.45,1.12,0.3,57.0,13.0,5.9,13.0,57.35,78.0
4580,Grayson Allen,handoff,4,Regular Season,48.0,0.83,9.57,0.99,0.8,50.0,10.0,8.4,10.0,42.95,63.0
4581,Tyrese Haliburton,handoff,3,Regular Season,45.0,0.77,5.33,0.93,0.67,53.0,2.1,15.3,2.1,39.7,51.0
4582,DeMarre Carroll,handoff,3,Regular Season,55.0,0.47,3.73,0.95,0.47,43.0,18.6,4.7,16.6,45.83,56.0
4583,Gary Neal,handoff,1,Regular Season,40.0,0.9,9.8,1.24,1.1,62.0,8.1,5.4,8.1,56.8,93.0
4584,Mario Hezonja,handoff,4,Regular Season,69.0,0.43,5.68,0.85,0.3,44.0,8.4,13.4,6.4,38.7,47.0
4585,Kevin Durant,handoff,6,Regular Season,62.0,0.95,3.88,1.0,1.0,55.0,9.8,16.1,7.3,45.55,68.0
4586,Brook Lopez,handoff,5,Regular Season,73.0,0.38,2.86,1.0,0.28,51.0,5.5,6.0,5.1,40.94,63.0
4587,Marvin Williams,handoff,3,Regular Season,78.0,0.27,2.5,0.98,0.2,50.0,4.5,4.5,4.5,38.93,62.0
4588,Chris Bosh,handoff,1,Regular Season,53.0,0.2,1.2,1.25,0.3,55.0,25.0,0.0,25.0,58.3,96.0
4589,Max Strus,handoff,2,Regular Season,54.0,0.85,10.45,1.05,0.8,61.0,1.1,14.1,1.1,35.95,68.0
4590,Omri Casspi,handoff,1,Regular Season,69.0,0.5,4.6,1.25,0.7,67.0,11.1,11.1,8.3,52.8,96.0
4591,Kyle Korver,handoff,7,Regular Season,50.0,1.2,15.27,0.98,1.19,50.0,4.7,8.4,4.4,37.43,66.0
4592,Khris Middleton,handoff,7,Regular Season,66.0,1.11,5.99,1.02,1.16,54.0,8.1,13.1,6.9,43.67,69.0
4593,Doug McDermott,handoff,9,Regular Season,55.0,1.17,13.24,0.96,1.2,50.0,5.8,8.7,5.7,42.83,64.0
4594,Alec Burks,handoff,9,Regular Season,43.0,0.96,8.43,1.06,1.07,54.0,9.5,7.1,8.6,46.2,74.0
4595,Wesley Matthews,handoff,8,Regular Season,57.0,0.76,7.95,0.81,0.69,42.0,4.8,7.5,4.8,32.62,42.0
4596,Nick Young,handoff,3,Regular Season,65.0,0.97,9.8,1.04,1.0,52.0,5.2,5.1,4.9,40.37,70.0
4597,T.J. McConnell,handoff,7,Regular Season,69.0,0.51,6.19,0.94,0.53,53.0,3.7,13.2,2.7,46.66,56.0
4598,Cameron Payne,handoff,5,Regular Season,46.0,0.44,5.28,0.76,0.34,40.0,4.9,10.9,3.9,33.76,37.0
4599,Draymond Green,handoff,2,Regular Season,62.0,0.2,1.75,0.93,0.15,57.0,3.1,19.4,3.1,40.0,54.0
4600,Garrett Temple,handoff,8,Regular Season,58.0,0.49,6.06,0.77,0.35,41.0,5.7,10.9,4.7,33.27,35.0
4601,Jake Layman,handoff,3,Regular Season,46.0,0.5,6.83,1.01,0.53,57.0,5.6,11.8,5.6,45.07,65.0
4602,Lauri Markkanen,handoff,5,Regular Season,56.0,0.56,3.78,0.95,0.52,47.0,13.0,12.6,11.3,43.12,54.0
4603,Joe Young,handoff,1,Regular Season,53.0,0.4,10.3,1.26,0.5,65.0,13.0,4.3,13.0,52.2,95.0
4604,Tobias Harris,handoff,9,Regular Season,56.0,0.93,5.29,0.91,0.86,46.0,7.9,8.8,8.1,42.72,54.0
4605,Tim Hardaway Jr.,handoff,8,Regular Season,55.0,1.31,8.69,1.0,1.31,50.0,7.7,6.9,6.3,42.0,65.0
4606,Andrew Wiggins,handoff,8,Regular Season,64.0,1.64,7.99,0.98,1.69,51.0,10.5,8.3,9.4,43.52,64.0
4607,Juancho Hernangomez,handoff,4,Regular Season,50.0,0.45,5.8,0.83,0.4,41.0,5.8,9.4,4.7,31.75,42.0
4608,Yuta Watanabe,handoff,1,Regular Season,50.0,0.2,5.2,1.27,0.3,69.0,18.2,18.2,18.2,54.5,93.0
4609,Nassir Little,handoff,2,Regular Season,45.0,0.45,6.25,1.03,0.4,49.0,11.7,8.1,11.7,40.6,62.0
4610,Immanuel Quickley,handoff,2,Regular Season,71.0,0.55,5.0,1.14,0.6,56.0,6.2,4.8,6.2,44.45,79.0
4611,Jose Calderon,handoff,5,Regular Season,44.0,0.48,10.3,0.93,0.42,50.0,3.7,11.6,2.3,43.24,59.0
4612,DeMarcus Cousins,handoff,3,Regular Season,56.0,0.47,1.67,0.96,0.3,50.0,6.7,11.4,6.7,39.9,58.0
4613,Pat Connaughton,handoff,5,Regular Season,69.0,0.48,7.4,0.94,0.44,47.0,8.4,10.7,6.8,37.6,58.0
4614,Yogi Ferrell,handoff,3,Regular Season,68.0,0.4,5.63,1.04,0.43,53.0,1.3,2.5,0.6,43.93,67.0
4615,Anthony Brown,handoff,1,Regular Season,29.0,0.4,7.4,1.27,0.5,67.0,9.1,9.1,0.0,63.6,97.0
4616,Stephen Curry,handoff,6,Regular Season,68.0,1.68,6.82,1.12,1.9,62.0,6.4,13.9,5.0,44.13,83.0
4617,Chuma Okeke,handoff,2,Regular Season,58.0,0.75,8.5,1.12,0.85,59.0,2.8,5.2,2.8,45.15,80.0
4618,Landry Shamet,handoff,5,Regular Season,52.0,1.0,12.0,0.92,0.96,46.0,5.6,8.5,4.1,35.8,51.0
4619,Jrue Holiday,handoff,7,Regular Season,67.0,1.1,5.7,1.05,1.11,56.0,7.3,9.8,6.6,46.79,72.0
4620,Derrick Rose,handoff,7,Regular Season,44.0,0.71,4.26,0.97,0.7,51.0,8.3,11.7,8.3,46.34,57.0
4621,Bojan Bogdanovic,handoff,7,Regular Season,71.0,0.96,5.97,0.98,0.86,53.0,10.7,15.2,9.4,43.11,63.0
4622,Ramon Sessions,handoff,2,Regular Season,66.0,0.45,5.45,0.96,0.25,43.0,19.4,7.2,17.6,49.4,55.0
4623,Jevon Carter,handoff,4,Regular Season,51.0,0.33,6.62,0.84,0.28,45.0,1.2,7.3,1.2,34.9,43.0
4624,Ayo Dosunmu,handoff,1,Regular Season,77.0,0.2,2.1,1.29,0.2,67.0,7.1,7.1,7.1,64.3,96.0
4625,Nikola Vucevic,handoff,5,Regular Season,63.0,0.22,1.14,0.79,0.18,39.0,4.3,1.4,4.3,36.72,34.0
4626,Nemanja Bjelica,handoff,2,Regular Season,72.0,0.25,3.15,0.74,0.2,41.0,0.0,8.1,0.0,27.15,48.0
4627,Matt Thomas,handoff,2,Regular Season,40.0,0.35,9.1,1.08,0.35,59.0,0.0,7.2,0.0,38.1,72.0
4628,Seth Curry,handoff,7,Regular Season,53.0,0.96,8.8,1.09,1.13,56.0,6.4,7.7,5.4,47.24,81.0
4629,Miles Bridges,handoff,4,Regular Season,73.0,0.55,3.93,0.93,0.53,51.0,6.1,11.3,6.1,38.9,53.0
4630,Raymond Felton,handoff,3,Regular Season,81.0,0.33,3.9,0.87,0.23,50.0,1.4,14.4,0.0,38.77,44.0
4631,Glenn Robinson III,handoff,4,Regular Season,52.0,0.58,7.9,0.9,0.38,48.0,4.8,7.0,4.8,38.77,56.0
4632,John Collins,handoff,2,Regular Season,50.0,0.25,1.45,1.08,0.25,58.0,12.2,15.7,12.2,46.45,68.0
4633,Kentavious Caldwell-Pope,handoff,7,Regular Season,74.0,1.0,8.36,0.9,0.87,47.0,9.4,13.9,9.1,40.01,47.0
4634,Devin Harris,handoff,5,Regular Season,54.0,0.42,5.18,0.88,0.34,42.0,11.3,13.4,10.4,35.5,49.0
4635,Kirk Hinrich,handoff,1,Regular Season,35.0,0.4,8.6,1.31,0.5,62.0,7.7,0.0,7.7,53.8,98.0
4636,Elie Okobo,handoff,2,Regular Season,54.0,0.3,5.5,1.16,0.35,62.0,18.4,4.5,18.4,51.2,82.0
4637,De'Andre Hunter,handoff,3,Regular Season,46.0,0.73,5.4,1.0,0.7,51.0,6.6,7.7,5.6,46.4,59.0
4638,Eric Bledsoe,handoff,7,Regular Season,62.0,0.66,4.1,0.96,0.69,51.0,6.9,10.1,6.2,43.7,56.0
4639,Malcolm Brogdon,handoff,6,Regular Season,56.0,0.98,6.02,1.04,1.02,55.0,7.2,10.5,6.1,45.65,69.0
4640,Dario Saric,handoff,4,Regular Season,73.0,0.28,2.12,1.07,0.2,57.0,4.0,10.1,4.0,44.58,72.0
4641,Sterling Brown,handoff,4,Regular Season,54.0,0.38,6.05,1.04,0.38,58.0,4.6,12.3,4.6,38.58,66.0
4642,Naji Marshall,handoff,2,Regular Season,44.0,0.4,5.1,1.08,0.4,59.0,27.2,12.1,18.9,61.2,65.0
4643,Alex Abrines,handoff,3,Regular Season,58.0,0.33,6.13,0.93,0.23,50.0,5.7,12.5,5.7,36.3,57.0
4644,Norman Powell,handoff,8,Regular Season,46.0,1.09,7.26,1.09,1.14,58.0,7.0,9.7,5.6,48.66,74.0
4645,Shabazz Napier,handoff,4,Regular Season,55.0,0.55,6.15,0.8,0.47,37.0,13.3,9.1,12.6,35.4,43.0
4646,Julius Randle,handoff,6,Regular Season,73.0,0.3,1.52,0.93,0.27,48.0,14.0,10.1,13.4,40.72,52.0
4647,Danilo Gallinari,handoff,7,Regular Season,55.0,0.77,4.86,0.95,0.67,48.0,12.5,10.7,10.4,40.93,62.0
4648,Jeff Teague,handoff,6,Regular Season,57.0,0.5,3.67,0.99,0.38,53.0,15.3,15.6,14.2,45.65,62.0
4649,Evan Fournier,handoff,8,Regular Season,59.0,1.84,11.82,0.98,1.84,51.0,9.1,9.9,8.4,42.58,62.0
4650,Caris LeVert,handoff,7,Regular Season,43.0,1.09,6.11,0.97,1.09,50.0,7.7,8.6,7.7,43.6,54.0
4651,Jordan Crawford,handoff,1,Regular Season,19.0,0.7,5.6,1.36,1.0,79.0,0.0,14.3,0.0,57.1,98.0
4652,Luc Mbah a Moute,handoff,2,Regular Season,70.0,0.2,2.6,0.78,0.0,44.0,3.5,17.1,3.5,37.15,49.0
4653,Admiral Schofield,handoff,1,Regular Season,38.0,0.3,7.2,1.36,0.4,67.0,27.3,0.0,27.3,63.6,97.0
4654,Chris Boucher,handoff,2,Regular Season,70.0,0.2,1.65,0.93,0.2,46.0,8.3,8.7,8.3,35.25,52.0
4655,Jimmy Butler,handoff,7,Regular Season,61.0,1.0,5.14,1.06,1.07,47.0,19.0,7.7,18.1,48.01,74.0
4656,Damyean Dotson,handoff,3,Regular Season,56.0,0.97,10.93,0.97,0.9,51.0,4.1,8.5,4.1,40.77,53.0
4657,Duncan Robinson,handoff,3,Regular Season,75.0,2.5,23.3,1.16,2.9,61.0,3.6,7.8,3.0,39.73,83.0
4658,Marc Gasol,handoff,2,Regular Season,74.0,0.3,1.6,1.31,0.25,66.0,3.1,1.7,3.1,50.55,96.0
4659,Quentin Grimes,handoff,1,Regular Season,46.0,0.3,4.8,1.39,0.4,75.0,0.0,7.7,0.0,53.8,98.0
4660,Josh Richardson,handoff,8,Regular Season,55.0,1.25,9.69,0.92,1.18,46.0,9.4,8.7,8.3,41.58,54.0
4661,Giannis Antetokounmpo,handoff,7,Regular Season,71.0,0.41,1.74,0.98,0.36,52.0,13.5,10.2,12.1,46.61,56.0
4662,Ian Clark,handoff,3,Regular Season,70.0,0.43,6.23,1.05,0.3,59.0,1.8,13.5,0.9,43.1,62.0
4663,Rodney Hood,handoff,8,Regular Season,44.0,1.1,9.64,1.0,1.02,51.0,4.7,5.2,4.8,44.02,65.0
4664,Paul George,handoff,7,Regular Season,63.0,1.04,4.37,1.01,1.07,55.0,9.2,12.6,8.8,42.77,65.0
4665,Rui Hachimura,handoff,1,Regular Season,42.0,0.4,3.4,1.4,0.5,81.0,0.0,13.3,0.0,66.7,98.0
4666,Darius Miller,handoff,2,Regular Season,76.0,0.6,8.3,1.22,0.75,65.0,5.3,9.2,4.3,47.35,87.0
4667,Nickeil Alexander-Walker,handoff,3,Regular Season,48.0,0.97,7.57,1.05,0.83,53.0,9.8,7.4,8.1,43.6,61.0
4668,Tyrese Maxey,handoff,2,Regular Season,68.0,0.6,4.5,1.14,0.6,54.0,9.7,2.2,9.7,52.8,73.0
4669,Garrison Mathews,handoff,3,Regular Season,49.0,0.97,15.63,1.27,1.13,55.0,19.8,6.8,16.3,45.27,92.0
4670,Rudy Gay,handoff,5,Regular Season,60.0,0.42,2.74,1.04,0.44,54.0,10.1,10.1,9.0,47.96,64.0
4671,Blake Griffin,handoff,3,Regular Season,42.0,0.53,2.43,0.86,0.43,42.0,18.6,18.2,17.8,40.1,45.0
4672,Georges Niang,handoff,3,Regular Season,71.0,0.33,5.0,0.85,0.3,48.0,3.4,15.1,3.4,35.47,39.0
4673,LeBron James,handoff,7,Regular Season,65.0,0.57,2.19,1.01,0.5,54.0,3.0,7.2,3.0,40.64,61.0
